fecha,id_producto,nombre_producto,categoria,id_sucursal,nombre_sucursal,proveedor,unidades_vendidas,unidades_recibidas,stock_cierre,precio_unitario,costo_unitario,importe_venta,importe_costo
2023-04-03,P026,Shampoo 400ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,18,,97,75.74,38.0,1363.32,684.0
2024-06-08,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,72,86.61,42.0,433.05,210.0
2023-12-14,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,4,0.0,827,65.1,30.0,260.4,120.0
2023-08-09,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,18,0.0,299,46.37,23.0,834.66,414.0
2023-02-06,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,20,0.0,236,75.0,35.0,1500.0,700.0
2023-03-09,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,22,167.0,192,63.02,30.0,1386.44,660.0
2023-10-16,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,27,0.0,253,30.95,18.0,835.65,486.0
2023-11-11,P003,Jugo Naranja 1L,Bebidas,S02,Mérida Norte,Grupo Abasto del Sur,17,0.0,161,34.21,16.0,581.57,272.0
2023-05-30,P004,Agua Sabor Limón 600ml,Bebidas,S04,cancun centro,Proveedor Central del Caribe,19,0.0,108,16.32,,310.08,142.5
2024-05-04,P017,Sopa Pasta 200g,Abarrotes,S01,Mérida Centro,Grupo Abasto del Sur,48,,58,15.12,7.0,725.76,336.0
2024-03-22,P022,Yogurt Natural 1kg,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,14,0.0,209,51.3,26.0,718.2,364.0
2023-11-05,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,58,107.0,148,60.83,30.0,3528.14,1740.0
2023-10-22,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,3,0.0,739,69.79,35.0,209.37,105.0
2024-03-19,P029,Desodorante Spray 150ml,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,5,0.0,1289,73.1,35.0,365.5,175.0
2023-09-13,P029,Desodorante Spray 150ml,Higiene,S04,Cancún Centro,Comercializadora Peninsular,2,0.0,801,70.3,35.0,140.6,70.0
2024-01-21,P019,Harina de Trigo 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,22,119.0,155,21.51,10.0,473.22,220.0
2024-06-17,P016,Atún Lata 140g,Abarrote,S04,Cancún Centro,Logística Maya S.A.,26,0.0,237,24.09,11.0,626.34,286.0
2023-06-04,P002,Refresco Cola 600ml,Bebidas,S04,Cancún Centro,Grupo Abasto del Sur,22,0.0,155,21.66,10.5,476.52,231.0
2023-03-20,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,8,0.0,79,55.71,28.0,445.68,224.0
2024-01-05,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,13,0.0,77,46.73,23.0,607.49,299.0
2024/02/28,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,41,0.0,89,31.54,18.0,1293.14,738.0
2023-07-14,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,27,0.0,175,31.75,18.0,857.25,486.0
2023-12-09,P023,Crema Ácida 200g,Lácteos,S03,Cancún,Proveedor Central del Caribe,8,0.0,730,31.56,16.0,252.48,128.0
2023-11-23,P010,Esponja Cocina Pack 3,Limpieza,S02,Mérida Norte,Logística Maya S.A.,15,0.0,109,34.88,15.0,523.2,225.0
2024-06-09,P002,Refresco Cola 600ml,Bebidas,S03,Cancún,Grupo Abasto del Sur,26,0.0,341,22.09,10.5,574.34,273.0
2023-12-28,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,69,180.0,180,24.12,11.0,1664.28,759.0
2023-09-10,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,841,65.32,30.0,326.6,150.0
2024-05-15,P012,Frijol Negro 1kg,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,9,0.0,81,36.86,20.0,331.74,180.0
2023-11-14,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,12,0.0,228,21.6,10.0,259.2,120.0
2024-02-10,P003,Jugo Naranja 1L,Bebidas,S03,Cancún,Comercializadora Peninsular,17,61.0,206,35.63,16.0,605.71,272.0
2023-03-26,P004,Agua Sabor Limón 600ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,14,,131,15.44,7.5,216.16,105.0
2023-03-19,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,20,0.0,112,36.83,20.0,736.6,400.0
2023-06-28,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,25,0.0,161,32.3,18.0,807.5,450.0
2023-01-24,P027,Pasta Dental 100ml,Higiene,S04,Cancun Centro,Distribuidora Norte S.A.,23,0.0,22,44.31,22.0,1019.13,506.0
2023-06-08,P007,Jabón Multiusos 500ml,Limpieza,S02,Mérida Norte,Logística Maya S.A.,14,,82,41.23,19.0,577.22,266.0
2024-03-18,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,19,0.0,123,83.95,42.0,1595.05,798.0
2023-04-25,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,27,0.0,130,23.87,11.0,644.49,297.0
2023-11-10,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,13,0.0,72,52.35,26.0,680.55,338.0
2023-03-30,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,35,0.0,112,31.7,18.0,1109.5,630.0
2023-07-01,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,17,0.0,78,76.02,38.0,1292.34,646.0
2023-06-10,P017,Sopa Pasta 200g,Abarrotes,S03,Cancún,Comercializadora Peninsular,21,0.0,245,14.99,7.0,314.79,147.0
2023-03-04,P027,Pasta Dental 100ml,Higiene,S05,Playa del Carmen,Proveedor Central del Caribe,11,0.0,308,45.05,22.0,495.55,242.0
2023-06-06,P004,Agua Sabor Limón 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,26,0.0,93,16.12,7.5,419.12,195.0
2023-04-20,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,24,0.0,257,23.29,11.0,558.96,264.0
2023-01-18,P024,Mantequilla 90g,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,2,0.0,497,34.74,18.0,69.48,36.0
2023-05-27,P027,Pasta Dental 100ml,Higiene,S05,Playa del Carmen,Proveedor Central del Caribe,6,0.0,326,44.01,22.0,264.06,132.0
2023-08-15,P027,Pasta Dental 100ml,Higiene,S05,playa del carmen,Proveedor Central del Caribe,14,0.0,146,43.2,22.0,604.8,308.0
2024-01-29,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,38,0.0,16,25.2,14.0,957.6,532.0
2023-11-10,P004,Agua Sabor Limón 600ml,BEBIDAS,S01,Mérida Centro,Proveedor Central del Caribe,20,,126,15.58,7.5,311.6,150.0
2023-01-12,P028,Jabón de Baño Pack 3,Higiene,S04,Cancún Centro,Proveedor Central del Caribe,11,0.0,216,47.03,23.0,517.33,253.0
2023-07-22,P030,Toallas Húmedas 40pz,Higiene,S05,Playa del Carmen,Grupo Abasto del Sur,3,0.0,543,54.37,27.0,163.11,81.0
2023-03-23,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,27,0.0,157,25.91,14.0,699.57,378.0
2024-02-11,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,35,0.0,162,25.21,14.0,882.35,490.0
2023-02-20,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,20,0.0,66,81.91,42.0,1638.2,840.0
2023-12-14,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,10,0.0,84,76.75,38.0,767.5,380.0
2023-08-30,P012,Frijol Negro 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,9,0.0,186,37.77,20.0,339.93,180.0
2023-12-07,P006,Detergente Líquido 1L,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,10,0.0,212,74.13,35.0,741.3,350.0
2024-04-22,P004,Agua Sabor Limón 600ml,Bebidas,S05,Playa del Carmen,Comercializadora Peninsular,5,0.0,121,15.91,7.5,79.55,37.5
2023-08-06,P020,Leche Entera 1L,Lácteos,S04,Cancún Centro,Grupo Abasto del Sur,26,0.0,192,25.81,14.0,671.06,364.0
2023-06-19,P010,Esponja Cocina Pack 3,Limpieza,S03,Cancún,Proveedor Central del Caribe,7,0.0,243,34.16,15.0,239.12,105.0
2023-04-01,P003,Jugo Naranja 1L,Bebidas,S03,Cancún,Comercializadora Peninsular,14,0.0,104,35.61,16.0,498.54,224.0
2023-05-28,P030,Toallas Húmedas 40pz,Higiene,S01,Mérida Centro,Distribuidora Norte S.A.,1,0.0,1241,54.74,27.0,54.74,27.0
2024-04-07,P007,Jabón Multiusos 500ml,Limpieza,S02,Mérida Norte,Logística Maya S.A.,9,0.0,127,40.94,19.0,368.46,171.0
2023-02-04,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,14,0.0,137,51.25,26.0,717.5,364.0
2023-12-12,P007,Jabón Multiusos 500ml,Limpieza,S04,Cancún Centro,Logística Maya S.A.,8,0.0,139,42.61,19.0,340.88,152.0
2023-10-24,P022,Yogurt Natural 1kg,lacteos,S03,Cancún,Distribuidora Norte S.A.,6,79.0,243,51.5,26.0,309.0,156.0
2024-02-14,P027,Pasta Dental 100ml,Higiene,S05,Playa del Carmen,Proveedor Central del Caribe,6,0.0,196,45.09,22.0,270.54,132.0
2023-06-18,P001,Agua Mineral 1L,Bebidas,S04,Cancun Centro,Proveedor Central del Caribe,55,0.0,75,18.34,8.0,1008.7,440.0
2023-11-23,P003,Jugo Naranja 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,13,0.0,218,33.83,16.0,439.79,208.0
2023-11-28,P020,Leche Entera 1L,Lácteos,S02,Mérida Norte,Comercializadora Peninsular,40,0.0,292,26.1,14.0,1044.0,560.0
2023-07-06,P025,Papel Higiénico 4-pack,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,29,0.0,118,61.28,30.0,1777.12,870.0
2024-03-31,P009,Suavizante Ropa 1L,Limpieza,S04,Cancún Centro,Comercializadora Peninsular,5,0.0,1026,62.71,30.0,313.55,150.0
2023-05-13,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,13,0.0,104,83.18,42.0,1081.34,546.0
2023-11-25,P016,Atún Lata 140g,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,42,57.0,352,23.48,11.0,986.16,462.0
2023-08-19,P004,Agua Sabor Limón 600ml,Bebidas,S02,merida norte,Comercializadora Peninsular,27,0.0,98,16.09,7.5,434.43,202.5
2024-01-29,P005,Cerveza Lata 355ml,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,31,0.0,61,28.06,14.0,869.86,434.0
2023-03-14,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,26,0.0,114,30.88,18.0,802.88,468.0
2024-06-14,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,,19,0.0,166,42.7,19.0,811.3,361.0
2024-01-24,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,62,0.0,168,17.79,8.0,1102.98,496.0
2024-05-24,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,18,297.0,335,18.63,8.0,335.34,144.0
2023-08-16,P005,Cerveza Lata 355ml,Bebidas,S05,Playa del Carmen,Grupo Abasto del Sur,69,0.0,24,27.35,14.0,1887.15,966.0
2023-01-18,P010,Esponja Cocina Pack 3,Limpieza,S01,Mérida Centro,Comercializadora Peninsular,22,0.0,29,33.78,15.0,743.16,330.0
2024-04-05,P016,Atún Lata 140g,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,21,0.0,156,23.64,11.0,496.44,231.0
2023-10-11,P022,Yogurt Natural 1kg,Lácteos,S01,Mérida Centro,Grupo Abasto del Sur,10,0.0,120,52.26,26.0,522.6,260.0
2023-06-22,P025,Papel Higiénico 4-pack,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,38,0.0,251,62.97,30.0,2392.86,1140.0
2023-07-03,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,14,0.0,103,84.07,42.0,1176.98,588.0
2023-01-02,P018,Café Molido 250g,Abarrotes,S03,Cancún,Comercializadora Peninsular,9,0.0,197,83.03,42.0,747.27,378.0
2024-04-14,P007,Jabón Multiusos 500ml,Limpieza,S01,Mérida Centro,Distribuidora Norte S.A.,7,97.0,255,40.69,19.0,284.83,133.0
2023-03-25,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,24,0.0,232,31.92,18.0,766.08,432.0
2023-05-22,P003,Jugo Naranja 1L,Bebida,S02,Mérida Norte,Grupo Abasto del Sur,12,0.0,358,33.72,16.0,404.64,192.0
2023-09-07,P001,Agua Mineral 1L,Bebidas,S01,Mérida Centro,Grupo Abasto del Sur,23,253.0,308,18.35,8.0,422.05,184.0
2023-02-07,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,16,0.0,83,21.28,10.0,340.48,160.0
2023-04-06,P001,Agua Mineral 1L,Bebidas,S01,MÉRIDA CENTRO,Grupo Abasto del Sur,52,0.0,77,17.88,8.0,929.76,416.0
2023-07-03,P022,Yogurt Natural 1kg,Lácteos,S02,Mérida Norte,Grupo Abasto del Sur,16,0.0,226,52.26,26.0,836.16,416.0
2023-10-21,P011,Arroz Largo 1kg,Abarrotes,S03,Cancún,Grupo Abasto del Sur,48,0.0,185,31.33,,1503.84,864.0
2024-06-05,P023,Crema Ácida 200g,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,5,0.0,1701,30.84,16.0,154.2,80.0
2024-06-19,P013,Aceite Vegetal 1L,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,16,0.0,173,54.94,28.0,879.04,448.0
2023-09-08,P028,Jabón de Baño Pack 3,Higiene,S03,Cancún,Comercializadora Peninsular,16,0.0,167,46.23,23.0,739.68,368.0
2024-06-25,P019,Harina de Trigo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,17,0.0,136,22.14,10.0,376.38,170.0
2023-08-22,P012,Frijol Negro 1kg,ABARROTES,S05,playa del carmen,Comercializadora Peninsular,7,72.0,321,38.34,20.0,268.38,140.0
2023-01-17,P029,Desodorante Spray 150ml,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,6,0.0,385,70.91,35.0,425.46,210.0
2023-10-16,P016,Atún Lata 140g,Abarrote,S01,Mérida Centro,Comercializadora Peninsular,0,206.0,206,23.1,11.0,0.0,0.0
2023-05-15,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,25,0.0,152,25.59,14.0,639.75,350.0
2024-05-08,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,58,0.0,130,18.42,8.0,1068.36,464.0
2023-05-12,P002,Refresco Cola 600ml,bebidas,S01,Mérida Centro,Proveedor Central del Caribe,22,163.0,229,21.33,10.5,469.26,231.0
2023-01-20,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,34,0.0,58,25.13,14.0,854.42,476.0
2023-06-28,P024,Mantequilla 90g,Lácteos,S04,Cancún Centro,Logística Maya S.A.,6,0.0,574,34.97,18.0,209.82,108.0
2023-06-18,P001,Agua Mineral 1L,Bebidas,S03,CancÚN,Grupo Abasto del Sur,63,0.0,219,18.87,8.0,1188.81,504.0
2024-04-07,P013,Aceite Vegetal 1L,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,12,0.0,168,54.76,28.0,657.12,336.0
2024-02-06,P006,Detergente Líquido 1L,Limpieza ,S02,Mérida Norte,Grupo Abasto del Sur,17,0.0,195,74.46,35.0,1265.82,595.0
2023-08-02,P007,Jabón Multiusos 500ml,Limpieza,S02,MERIDA NORTE,Logística Maya S.A.,6,0.0,347,40.54,19.0,243.24,114.0
2023-11-04,P020,Leche Entera 1L,Lácteos,S03,Cancún,Grupo Abasto del Sur,62,66.0,210,26.09,14.0,1617.58,868.0
2023-01-07,P029,Desodorante Spray 150ml,Higiene Personal,S02,Mérida Norte,Comercializadora Peninsular,4,0.0,431,71.18,35.0,284.72,140.0
2023-03-20,P021,Queso Manchego 400g,Lácteos,S01,Mérida Centro,Distribuidora Norte S.A.,11,0.0,155,91.77,50.0,1009.47,550.0
2024-02-27,P021,Queso Manchego 400g,Lácteos,S05,Playa del Carmen,Proveedor Central del Caribe,12,0.0,299,96.24,50.0,1154.88,600.0
2023-12-15,P016,Atún Lata 140g,Abarrotes,S01,MÉRIDA CENTRO,Comercializadora Peninsular,37,302.0,302,24.33,11.0,900.21,407.0
2023-10-12,P006,Detergente Líquido 1L,LIMPIEZA,S01,Mérida Centro,Distribuidora Norte S.A.,11,0.0,167,72.16,35.0,793.76,385.0
2023-07-22,P015,Azúcar Blanca 1kg,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,14,0.0,150,28.32,14.0,396.48,196.0
2023-07-06,P010,Esponja Cocina Pack 3,LIMPIEZA,S04,cancun centro,Logística Maya S.A.,11,,165,34.73,15.0,382.03,165.0
2024-06-14,P027,Pasta Dental 100ml,Higiene,S02,Mérida Norte,,6,0.0,311,43.45,22.0,260.7,132.0
2024-03-16,P018,Café Molido 250g,Abarrotes,S01,Mérida Centro,Distribuidora Norte S.A.,14,0.0,150,81.91,42.0,1146.74,588.0
2023-01-23,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,61,0.0,248,25.89,14.0,1579.29,854.0
2023-11-17,P026,Shampoo 400ml,Higiene,S03,Cancún,Proveedor Central del Caribe,15,0.0,150,77.9,38.0,1168.5,570.0
2023-05-31,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,18,0.0,180,31.76,18.0,571.68,324.0
2024-05-16,P026,Shampoo 400ml,Higiene,S05,Playa del Carmen,Distribuidora Norte S.A.,18,0.0,144,75.03,38.0,1350.54,684.0
2024-02-16,P013,Aceite Vegetal 1L,ABARROTES,S04,Cancún Centro,Logística Maya S.A.,11,0.0,169,53.25,28.0,585.75,308.0
2023-09-18,P011,Arroz Largo 1kg,Abarrotes,S02,Mérida Norte,Proveedor Central del Caribe,53,0.0,189,30.8,18.0,1632.4,954.0
2023-06-02,P017,Sopa Pasta 200g,Abarrotes,S05,Playa del Carmen,Logística Maya S.A.,49,0.0,202,14.85,7.0,727.65,343.0
2023-06-27,P017,Sopa Pasta 200g,Abarrote,S02,Mérida Norte,Comercializadora Peninsular,15,0.0,282,15.05,7.0,225.75,105.0
2024-01-02,P018,Café Molido 250g,Abarrotes,S04,Cancún Centro,Comercializadora Peninsular,18,0.0,126,82.2,42.0,1479.6,756.0
2023-11-07,P001,Agua Mineral 1L,Bebidas,S03,Cancún,Grupo Abasto del Sur,52,0.0,253,17.87,8.0,929.24,416.0
2023-07-07,P004,Agua Sabor Limón 600ml,Bebidas,S05,Playa Del Carmen,Comercializadora Peninsular,10,,146,16.27,7.5,162.7,75.0
2023-01-16,P022,Yogurt Natural 1kg,Lácteos,S05,Playa del Carmen,Comercializadora Peninsular,13,0.0,234,50.62,26.0,658.06,338.0
2024-01-17,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,41,0.0,164,60.82,30.0,2493.62,1230.0
2023-01-16,P013,Aceite Vegetal 1L,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,19,0.0,164,55.99,28.0,1063.81,532.0
2023-09-15,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,21,0.0,131,36.57,20.0,767.97,420.0
2023-07-24,P011,Arroz Largo 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,34,190.0,213,32.19,18.0,1094.46,612.0
2023-09-25,P020,Leche Entera 1L,Lácteos,S01,Mérida Centro,Comercializadora Peninsular,34,0.0,115,26.27,14.0,893.18,476.0
2024-03-05,P013,Aceite Vegetal 1L,Abarrotes,S05,Playa del Carmen,Distribuidora Norte S.A.,14,0.0,165,55.16,,772.24,392.0
2023-05-31,P017,Sopa Pasta 200g,Abarrotes,S04,Cancún Centro,,43,0.0,311,15.0,7.0,645.0,301.0
2023-07-02,P014,Sal de Mesa 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,2,0.0,812,17.47,8.0,34.94,16.0
2023-08-10,P027,Pasta Dental 100ml,Higiene,S04,Cancún Centro,Distribuidora Norte S.A.,20,0.0,55,44.29,22.0,885.8,440.0
2023-09-19,P026,Shampoo 400ml,Higiene,S03,Cancún,,16,0.0,55,77.13,38.0,1234.08,608.0
2023-08-10,P001,Agua Mineral 1L,Bebidas,S04,Cancún Centro,Proveedor Central del Caribe,66,0.0,29,18.05,8.0,1191.3,528.0
2023-08-24,P016,Atún Lata 140g,Abarrotes,S03,Cancun,Distribuidora Norte S.A.,33,0.0,173,23.29,11.0,768.57,363.0
2023-08-20,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,43,0.0,57,32.26,18.0,1387.18,774.0
2023-10-01,P023,Crema Ácida 200g,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,4,0.0,984,31.07,16.0,124.28,64.0
2023-07-13,P018,Café Molido 250g,Abarrotes,S02,Mérida Norte,Distribuidora Norte S.A.,7,0.0,78,85.05,42.0,595.35,294.0
2023-04-06,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,47,,163,21.83,10.5,1026.01,493.5
2023-03-11,P023,Crema Ácida 200g,Lácteos,S02,Merida Norte,Logística Maya S.A.,3,0.0,513,32.0,16.0,96.0,48.0
2024-04-11,P016,Atún Lata 140g,Abarrotes,S03,Cancún,Distribuidora Norte S.A.,57,0.0,127,24.47,11.0,1394.79,627.0
2024-01-14,P020,Leche Entera 1L,Lacteos,S02,Mérida Norte,Comercializadora Peninsular,46,0.0,165,26.36,14.0,1212.56,644.0
2024-06-26,P005,Cerveza Lata 355ml,Bebidas,S02,Mérida Norte,Comercializadora Peninsular,41,0.0,127,28.17,14.0,1154.97,574.0
2024-01-31,P012,Frijol Negro 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,21,100.0,135,36.93,20.0,775.53,420.0
2023-01-21,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,,9,,145,37.48,20.0,337.32,180.0
2023-03-30,P009,Suavizante Ropa 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,6,0.0,402,62.53,30.0,375.18,180.0
2023-11-10,P019,Harina de Trigo 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,17,0.0,139,21.2,10.0,360.4,170.0
2023-12-03,P022,Yogurt Natural 1kg,Lácteos,S04,Cancún Centro,Proveedor Central del Caribe,19,0.0,104,52.93,26.0,1005.67,494.0
2023-09-26,P021,Queso Manchego 400g,Lácteos,S03,Cancún,Distribuidora Norte S.A.,10,,277,96.14,50.0,961.4,500.0
2023-06-07,P028,Jabón de Baño Pack 3,Higiene,S02,Mérida Norte,Logística Maya S.A.,17,0.0,35,46.86,23.0,796.62,391.0
2024-06-26,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,41,0.0,219,60.44,30.0,2478.04,1230.0
2024-03-14,P002,Refresco Cola 600ml,Bebidas,S04,CANCÚN CENTRO,Grupo Abasto del Sur,36,63.0,264,21.12,10.5,760.32,378.0
2023-07-28,P011,Arroz Largo 1kg,Abarrotes,S01,Mérida Centro,Comercializadora Peninsular,29,0.0,144,30.95,18.0,897.55,522.0
2023-10-22,P002,Refresco Cola 600ml,Bebidas,S01,Mérida Centro,Proveedor Central del Caribe,26,0.0,266,22.34,10.5,580.84,273.0
2024-06-12,P009,Suavizante Ropa 1L,Limpieza,S03,Cancún,Comercializadora Peninsular,2,0.0,841,63.75,30.0,127.5,60.0
2023-07-29,P020,Leche Entera 1L,Lácteos,S05,Playa del Carmen,Grupo Abasto del Sur,26,0.0,182,24.98,14.0,649.48,364.0
2023-07-17,P013,Aceite Vegetal 1L,Abarrotes,S01,Mérida Centro,Logística Maya S.A.,9,0.0,98,54.31,28.0,488.79,252.0
2024-03-30,P007,Jabón Multiusos 500ml,Limpieza,S03,Cancún,Proveedor Central del Caribe,15,0.0,202,40.95,19.0,614.25,285.0
2023-08-20,P028,Jabón de Baño Pack 3,Higiene,S01,Mérida Centro,Comercializadora Peninsular,8,0.0,92,47.79,23.0,382.32,184.0
2024-01-02,P028,Jabón de Baño Pack 3,Higiene,S05,Playa del Carmen,Logística Maya S.A.,7,0.0,213,48.03,23.0,336.21,161.0
2024-02-26,P029,Desodorante Spray 150ml,Higiene,S01,Mérida Centro,Comercializadora Peninsular,3,0.0,1045,71.89,35.0,215.67,105.0
2023-11-23,P008,Cloro Blanqueador 1L,Limpieza,S01,Mérida Centro,Grupo Abasto del Sur,6,0.0,1123,27.69,12.0,166.14,72.0
2023-04-06,P012,Frijol Negro 1kg,Abarrotes,S04,Cancún Centro,Distribuidora Norte S.A.,13,0.0,68,36.49,20.0,474.37,260.0
2023-09-29,P025,Papel Higiénico 4-pack,Higiene,S05,Playa del Carmen,Comercializadora Peninsular,34,0.0,64,62.4,30.0,2121.6,1020.0
2023-02-25,P008,Cloro Blanqueador 1L,Limpieza,S02,Mérida Norte,Comercializadora Peninsular,2,0.0,394,28.36,12.0,56.72,24.0
2024-01-03,P012,Frijol Negro 1kg,Abarrotes,S05,Playa del Carmen,Comercializadora Peninsular,12,121.0,312,38.2,20.0,458.4,240.0
2023-07-19,P003,Jugo Naranja 1L,bebidas,S03,Cancún,Comercializadora Peninsular,20,0.0,72,35.11,16.0,702.2,320.0
2023-05-27,P011,Arroz Largo 1kg,Abarrotes,S04,Cancún Centro,Logística Maya S.A.,22,0.0,59,32.1,18.0,706.2,396.0
2023-09-19,P025,Papel Higiénico 4-pack,Higiene,S02,Mérida Norte,Distribuidora Norte S.A.,24,0.0,88,59.81,30.0,1435.44,720.0
2023-10-20,P008,Cloro Blanqueador 1L,Limpieza,S01,Mérida Centro,Grupo Abasto del Sur,6,0.0,1161,27.3,12.0,163.8,72.0
2024-01-16,P005,Cerveza Lata 355ml,Bebidas,S03,Cancún,Comercializadora Peninsular,17,257.0,257,28.15,14.0,478.55,238.0
2024-03-12,P019,Harina de Trigo 1kg,Abarrotes,S03,Cancún,Proveedor Central del Caribe,21,0.0,155,21.75,10.0,456.75,210.0
2023-07-16,P007,Jabón Multiusos 500ml,Limpieza,S03,Cancún,Proveedor Central del Caribe,9,0.0,106,42.79,19.0,385.11,171.0
2024-06-12,P012,Frijol Negro 1kg,Abarrotes,S02,Mérida Norte,Grupo Abasto del Sur,14,0.0,117,38.61,20.0,540.54,280.0
