fecha,campana_id,canal,tipo_campana,objetivo,audiencia,impresiones,clics,ctr,cpc_mxn,gasto_mxn,conversiones,valor_conv_mxn,roas,dia_semana
2024-10-17,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13703,146,0.01065,3.51,514.24,1,749.86,1.46,Thursday
12-02-2024,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2410,58,0.02407,10.61,622.47,0,0.0,0.0,Monday
2024-02-23,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2562,127,0.04956,10.72,1369.51,9,7131.22,5.21,Friday
2024-05-24,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,552,48,0.08689,22.74,1101.41,2,1213.85,1.1,Friday
2024-02-13,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,17475,270,0.01545,3.58,968.83,1,850.82,0.88,Tuesday
2024-06-03,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,715,72,0.10063,16.33,1186.01,4,2324.51,1.96,Monday
2024-12-03,GG-SRC-002,G Ads,Search,Clics,,350,18,0.05142,19.6,358.81,0,0.0,0.0,Tuesday
2024-11-14,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1572,72,0.04579,13.75,1003.56,3,1073.23,1.07,Thursday
2024-10-11,GG-SRC-001,Google Ads,Search,Clics,Intención: cursos de yoga online MX,939,54,0.05745,20.51,1112.06,2,1012.16,0.91,Friday
2024-09-18,FB-AWA-002,Meta,Awareness,Alcance,Lookalike 1% compradores anteriores,10188,155,0.01521,4.55,707.17,0,0.0,0.0,Wednesday
2024-09-03,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2010,79,0.0393,13.64,1089.33,5,2215.48,2.03,Tuesday
2024-09-12,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16897,162,0.00959,3.34,541.28,1,737.04,1.36,Thursday
2024-01-03,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16522,292,0.01767,2.94,861.04,4,2790.5,3.24,Wednesday
2024-09-13,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,26350,237,0.00899,2.55,604.52,1,681.49,1.13,Friday
2024-09-24,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5046,195,0.03864,5.08,991.97,6,5389.13,5.43,Tuesday
2024-11-27,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,11379,145,0.01274,4.93,716.38,0,0.0,0.0,Wednesday
2024-09-20,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,606,52,0.08572,21.92,1144.68,3,1636.67,1.43,Friday
2024-07-19,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3617,72,0.01991,8.03,580.56,0,0.0,0.0,Friday
2024-09-12,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8487,147,0.01732,4.5,664.06,0,0.0,0.0,Thursday
2024-09-24,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,533,44,0.08253,19.15,860.42,2,1133.17,1.32,Tuesday
2024-02-11,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3322,111,0.03341,7.81,869.38,2,1521.07,1.75,Sunday
2024-05-29,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16689,176,0.01055,3.48,613.49,2,1814.96,2.96,Wednesday
2024-12-13,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,13279,79,0.00595,3.6,284.94,0,0.0,0.0,Friday
2024-12-31,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13388,83,0.0062,3.36,281.91,0,0.0,0.0,Tuesday
2024-08-10,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5626,80,0.01422,5.27,426.05,0,0.0,0.0,Saturday
2024-08-09,FB-CVR-002,Facebook,Conversion,,,1945,75,,11.63,880.01,2,947.39,1.08,Friday
2024-04-15,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3984,145,0.03639,7.75,1126.69,2,814.2,0.72,Monday
2024-08-28,FB-CVR-002,Facebook,Conversion,,,1803,84,,10.95,930.21,5,2433.68,2.62,Wednesday
2024-12-25,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8293,72,0.00868,4.54,327.12,0,0.0,0.0,Wednesday
2024-08-20,GG-YTB-001,GOOGLE,YouTube,Vistas,"Canal: wellness, yoga, fitness",4726,94,0.01989,6.26,593.76,0,0.0,0.0,Tuesday
2024-09-15,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3181,107,0.03363,7.02,754.88,2,792.39,1.05,Sunday
2024-09-21,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,17416,163,0.00936,3.46,565.67,1,681.11,1.2,Saturday
2024-10-29,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,467,38,0.08134,19.21,732.03,1,377.68,0.52,Tuesday
2024-03-17,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9044,132,0.0146,5.19,689.24,0,0.0,0.0,Sunday
2024-02-13,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2005,103,0.05136,10.67,1099.74,7,5727.6,5.21,Tuesday
2024-11-02,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3890,85,0.02185,7.36,627.31,1,771.8,1.23,Saturday
2024-04-05,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10494,186,0.01772,4.07,760.16,1,775.26,1.02,Friday
2024-06-24,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5238,162,0.03092,6.68,1084.0,2,1172.21,1.08,Monday
2024-01-23,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,528,70,0.13233,17.21,1212.23,4,2177.97,1.8,Tuesday
2024-05-16,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17341,220,0.01269,3.45,760.19,2,1817.71,2.39,Thursday
2024-03-17,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,12815,136,0.01061,2.97,405.66,1,654.1,1.61,Sunday
2024-07-21,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,870,37,0.04251,14.42,539.66,1,465.34,0.86,Sunday
2024-04-17,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9374,182,0.01941,5.05,920.02,2,1494.38,1.62,Wednesday
2024-12-06,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,5932,102,0.01719,5.15,525.48,1,553.77,1.05,Friday
2024-07-28,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,13356,81,0.00606,4.03,328.79,0,0.0,0.0,Sunday
2024-12-24,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12530,67,0.00535,3.77,253.49,0,0.0,0.0,Tuesday
2024-08-19,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3785,98,0.02589,7.43,730.16,1,766.65,1.05,Monday
2024-03-15,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4055,118,0.0291,8.17,967.66,1,863.06,0.89,Friday
2024-03-23,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13488,121,0.00897,3.7,448.99,1,862.91,1.92,Saturday
2024-06-09,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",3518,91,0.02586,5.76,524.42,1,794.9,1.52,Sunday
2024-12-17,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,297,15,0.05045,20.46,311.53,0,0.0,0.0,Tuesday
2024-07-29,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,7123,92,0.01291,4.09,377.93,0,0.0,0.0,Monday
2024-10-18,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2622,88,0.03356,11.59,1026.11,4,2651.8,2.58,Friday
2024-01-24,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,501,94,0.18754,18.49,1745.28,8,5306.38,3.04,Wednesday
2024-09-17,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19501,187,0.00959,3.46,647.84,2,892.08,1.38,Tuesday
2024-01-12,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,17508,390,0.02228,3.83,1496.48,2,1786.21,1.19,Friday
2024-08-11,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,17801,121,0.0068,2.78,339.33,0,0.0,0.0,Sunday
2024-09-28,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2819,107,0.03795,6.63,711.06,3,1877.03,2.64,Saturday
2024-06-05,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,6666,141,0.02115,5.36,757.62,0,0.0,0.0,Wednesday
2024-03-15,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,549,41,0.07463,21.5,883.98,2,1279.64,1.45,Friday
2024-10-15,FB-CVR-002,facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1361,58,0.0426,15.58,907.8,2,1194.34,1.32,Tuesday
2024-05-09,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7147,208,0.0291,4.73,985.47,3,1190.99,1.21,Thursday
2024-12-04,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16268,84,0.00516,3.59,305.02,0,0.0,0.0,Wednesday
2024-05-25,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,2987,114,0.03816,8.91,1020.34,2,653.27,0.64,Saturday
2024-03-18,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,9968,136,0.01364,5.27,717.3,0,0.0,0.0,Monday
2024-09-09,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3121,112,0.03588,8.42,949.99,1,517.51,0.54,Monday
2024-08-29,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2010,71,0.03532,11.66,829.12,2,471.24,0.57,Thursday
2024-06-01,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17355,155,0.00893,3.39,526.94,1,715.03,1.36,Saturday
2024-01-11,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,16029,250,0.0156,3.38,846.01,3,2455.8,2.9,Thursday
2024-04-17,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5064,197,0.0389,4.93,973.53,3,1595.71,1.64,Wednesday
2024-08-04,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,13102,109,0.00832,3.53,387.16,0,0.0,0.0,Sunday
2024-12-21,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9285,72,0.00775,4.64,338.85,0,0.0,0.0,Saturday
2024-03-26,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,14765,153,0.01036,3.66,560.7,1,133.79,0.24,Tuesday
2024-10-06,FB-CVR-001,Meta,Conversion,Compras,Retargeting carrito abandonado,1355,59,0.04351,14.19,846.44,3,2156.99,2.55,Sunday
2024-03-26,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,443,32,0.07214,19.93,650.99,1,272.95,0.42,Tuesday
2024-11-27,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4562,105,0.02302,6.79,715.93,1,1102.28,1.54,Wednesday
2024-08-12,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1723,67,0.03888,12.65,859.38,2,1701.53,1.98,Monday
2024-10-03,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,433,43,0.09929,18.45,798.78,1,749.7,0.94,Thursday
2024-05-04,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,11643,180,0.01546,3.06,552.95,1,761.68,1.38,Saturday
2024-09-03,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2464,120,0.0487,10.76,1298.99,6,3466.63,2.67,Tuesday
2024-08-23,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9658,115,0.01191,5.32,616.32,0,0.0,0.0,Friday
2024-02-03,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,389,38,0.09745,16.58,640.62,2,1438.84,2.25,Saturday
2024-11-13,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17027,169,0.00993,3.14,531.19,1,579.95,1.09,Wednesday
2024-07-13,FB-CON-002,FACEBOOK,Consideracion,Trafico,,4341,72,0.01659,5.69,409.76,0,0.0,0.0,Saturday
2024-05-10,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10811,195,0.01804,4.47,874.99,1,752.52,0.86,Friday
2024-05-22,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1410,113,0.0801,14.2,1607.01,9,5480.54,3.41,Wednesday
2024-11-08,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,6958,106,0.01523,5.75,610.35,0,0.0,0.0,Friday
2024-02-13,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",5496,182,0.03311,5.72,1041.81,4,2769.18,2.66,Tuesday
2024-08-22,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1544,65,0.04208,13.31,875.18,2,1441.23,1.65,Thursday
2024-08-20,GG-SRC-003,Google Ads,Search,Clics,Intención: como perder peso en casa,376,30,0.07978,15.01,453.97,1,656.32,1.45,Tuesday
2024-02-24,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,705,60,0.08507,15.74,959.38,3,1874.31,1.95,Saturday
2024-02-23,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3867,133,0.03439,6.98,932.95,4,3240.54,3.47,Friday
2024-08-15,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,404,31,0.07655,19.07,604.64,1,714.84,1.18,Thursday
2024-01-07,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3103,152,0.04898,7.0,1064.85,5,2867.28,2.69,Sunday
2024-09-18,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,17069,147,0.00861,3.35,495.44,1,614.3,1.24,Wednesday
2024-12-18,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8245,65,0.00788,4.94,322.97,0,0.0,0.0,Wednesday
2024-06-17,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,894,72,0.08046,15.26,1102.3,4,2972.11,2.7,Monday
2024-08-14,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",2239,82,0.03661,6.82,564.12,1,854.24,1.51,Wednesday
2024-01-20,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,15230,229,0.01504,3.48,797.5,3,2307.16,2.89,Saturday
2024-12-15,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,432,19,0.04395,17.35,340.76,0,0.0,0.0,Sunday
2024-06-04,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,14241,206,0.01446,3.16,654.26,2,1226.76,1.88,Tuesday
2024-07-28,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3719,70,0.01882,6.71,476.03,0,0.0,0.0,Sunday
2024-10-02,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,369,31,0.08394,17.03,534.14,1,732.79,1.37,Wednesday
2024-01-25,FB-CON-001,Meta,Consideracion,Trafico,Retargeting visitantes 30 días,3902,176,0.0451,6.68,1179.61,5,3737.44,3.17,Thursday
2024-07-16,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,867,29,0.03341,16.06,478.88,0,0.0,0.0,Tuesday
2024-10-28,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1680,90,0.05354,11.79,1063.79,4,3046.64,2.86,Monday
2024-02-17,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1490,78,0.05233,11.09,870.02,3,1645.63,1.89,Saturday
2024-10-16,FB-CON-001,Facebook,Consideracion,Trafico,,5724,178,0.03109,4.74,844.66,3,1537.95,1.82,Wednesday
2024-07-08,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1855,63,0.03395,11.14,712.99,2,873.44,1.23,Monday
2024-01-26,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10718,243,0.02267,5.06,1233.63,2,1893.45,1.53,Friday
2024-04-24,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,11340,182,0.01605,3.26,594.96,0,0.0,0.0,Wednesday
2024-06-16,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4340,144,0.03317,6.49,934.36,3,2081.03,2.23,Sunday
2024-08-30,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4700,112,0.02383,6.89,774.07,2,961.1,1.24,Friday
2024-07-22,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,8270,90,0.01088,4.73,428.16,0,0.0,0.0,Monday
2024-01-13,GG-DSP-001,GOOGLE,Display,Impresiones,Afinidad: bienestar y fitness,13143,230,0.0175,2.93,676.68,2,794.1,1.17,Saturday
2024-01-28,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,1361,108,0.07932,13.38,1448.48,10,8900.99,6.15,Sunday
2024-08-30,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17401,143,0.00822,2.69,387.03,1,873.3,2.26,Friday
2024-05-28,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,875,77,0.08792,16.98,1316.37,4,2639.51,2.01,Tuesday
2024-09-09,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,427,38,0.08899,18.54,717.47,1,758.45,1.06,Monday
2024-06-04,FB-CON-001,facebook,Consideracion,Trafico,Retargeting visitantes 30 días,3740,179,0.04786,6.68,1198.6,5,2447.25,2.04,Tuesday
2024-08-10,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,19048,148,0.00777,2.58,382.95,0,0.0,0.0,Saturday
2024-07-15,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,12218,76,0.00622,3.69,281.33,0,0.0,0.0,Monday
2024-06-02,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,444,37,0.08323,18.77,708.28,1,758.73,1.07,Sunday
2024-10-04,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20102,188,0.00935,2.92,549.77,1,764.81,1.39,Friday
2024-03-29,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,7967,149,0.0187,4.95,739.58,0,0.0,0.0,Friday
2024-12-11,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,696,28,0.0402,20.16,579.38,0,0.0,0.0,Wednesday
2024-09-07,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2306,114,0.04942,10.67,1225.14,7,4765.37,3.89,Saturday
2024-12-17,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,15778,90,0.0057,4.74,428.51,0,0.0,0.0,Tuesday
2024-05-07,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,18805,236,0.01255,3.02,714.43,2,1448.28,2.03,Tuesday
2024-02-28,FB-CVR-002,Facebook,Conversion,Compras,Lookalike 3% suscriptores activos,2100,92,0.0438,14.4,1330.84,7,5386.77,4.05,Wednesday
2024-07-08,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,22309,108,0.00484,3.49,379.97,0,0.0,0.0,Monday
2024-05-11,FB-CON-001,Meta,Consideracion,Trafico,Retargeting visitantes 30 días,4082,159,0.03895,7.41,1186.05,4,2166.23,1.83,Saturday
2024-06-17,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1270,85,0.06689,13.83,1177.55,4,3482.45,2.96,Monday
2024-04-11,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2122,109,0.05135,13.23,1452.53,8,5712.95,3.93,Thursday
2024-10-05,GG-DSP-001,G Ads,Display,Impresiones,Afinidad: bienestar y fitness,18237,138,0.00757,2.93,405.78,1,814.01,2.01,Saturday
2024-04-24,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",6036,165,0.02733,5.47,904.91,2,1039.21,1.15,Wednesday
2024-10-17,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,709,60,0.08463,17.36,1044.64,2,870.6,0.83,Thursday
2024-01-27,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,18417,253,0.01374,3.15,799.44,3,1567.36,1.96,Saturday
2024-12-16,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3018,56,0.01855,7.19,408.31,0,0.0,0.0,Monday
2024-04-30,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",3698,150,0.04055,7.19,1085.46,6,2931.25,2.7,Tuesday
2024-01-07,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,403,61,0.15109,18.26,1126.62,5,3810.74,3.38,Sunday
2024-08-05,GG-SRC-001,Google,Search,Clics,Intención: cursos de yoga online MX,616,41,0.06652,20.03,838.29,1,504.79,0.6,Monday
2024-08-28,GG-SRC-002,Google,Search,Clics,Intención: meditacion guiada online,531,38,0.07153,16.4,634.8,1,501.05,0.79,Wednesday
2024-02-15,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5076,136,0.02679,5.9,807.17,2,932.46,1.16,Thursday
2024-07-07,GG-DSP-002,Google,Display,Impresiones,,15643,73,0.00467,2.91,215.02,0,0.0,0.0,Sunday
2024-06-27,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,13020,216,0.01659,4.19,908.91,1,543.77,0.6,Thursday
2024-03-28,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",7572,164,0.02166,4.74,781.37,2,1032.35,1.32,Thursday
2024-10-28,GG-DSP-002,google,Display,Impresiones,Remarketing sitio web 7 días,22011,228,0.01036,2.84,649.2,1,853.62,1.31,Monday
2024-03-13,GG-SRC-003,Google,Search,Clics,Intención: como perder peso en casa,618,36,0.05816,17.79,651.85,2,1417.21,2.17,Wednesday
2024-06-24,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2394,119,0.04969,11.34,1354.62,5,3312.63,2.45,Monday
2024-03-01,FB-CVR-001,FACEBOOK,Conversion,Compras,Retargeting carrito abandonado,2346,115,0.049,10.59,1218.72,8,8216.05,6.74,Friday
2024-07-17,GG-DSP-001,Google,Display,Impresiones,Afinidad: bienestar y fitness,20277,138,0.00681,2.43,336.27,0,0.0,0.0,Wednesday
2024-08-07,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,10483,138,0.01316,4.88,677.88,0,0.0,0.0,Wednesday
2024-01-06,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,17061,281,0.01647,2.89,811.04,5,2432.61,3.0,Saturday
2024-04-13,FB-AWA-001,Facebook,Awareness,Alcance,Mujeres 25-40 CDMX interesadas en bienestar,9325,196,0.02102,4.62,906.02,1,254.26,0.28,Saturday
2024-05-23,FB-AWA-002,Facebook,Awareness,Alcance,Lookalike 1% compradores anteriores,10262,256,0.02495,3.39,870.39,2,866.88,1.0,Thursday
2024-05-01,FB-CON-001,Facebook,Consideracion,Trafico,Retargeting visitantes 30 días,4247,182,0.04285,7.14,1302.67,5,2951.65,2.27,Wednesday
2024-02-17,GG-YTB-001,Google,YouTube,Vistas,"Canal: wellness, yoga, fitness",5058,118,0.02333,6.12,724.63,1,714.66,0.99,Saturday
2024-08-01,GG-DSP-002,GOOGLE,Display,Impresiones,Remarketing sitio web 7 días,12616,134,0.01062,2.83,380.83,0,0.0,0.0,Thursday
2024-09-12,FB-CON-002,Facebook,Consideracion,Trafico,"Intereses: yoga, meditacion, fitness",4600,163,0.03543,6.53,1066.08,4,2497.09,2.34,Thursday
2024-10-11,GG-DSP-002,Google,Display,Impresiones,Remarketing sitio web 7 días,22111,161,0.00728,3.06,494.86,1,756.59,1.53,Friday
2024-09-15,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,2320,92,0.03965,11.04,1020.89,5,3541.47,3.47,Sunday
2024-02-26,FB-CVR-001,Facebook,Conversion,Compras,Retargeting carrito abandonado,1788,110,0.06151,12.84,1421.21,6,4465.36,3.14,Monday
